fiscal_year,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,ADMIN FOR CHILDREN'S SVCS,2014-10-20,RICHMOND,CHILD PROTECTIVE SPECIALIST,CEASED,54720.0,per Annum,1235.0,43325.2,100.25,3687.12,701.49
2017,DEPT OF ED PEDAGOGICAL,2012-01-26,MANHATTAN,TEACHER,ACTIVE,66679.0,per Annum,0.0,62915.56,0.0,0.0,0.0
2017,DEPARTMENT OF CORRECTION,2016-01-14,QUEENS,CORRECTION OFFICER,ACTIVE,43042.0,per Annum,2047.88,43065.02,596.0,20127.66,4630.32
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,780.0,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,2014-10-17,MANHATTAN,F/T SCHOOL AIDE,ACTIVE,15.38,per Hour,0.0,15355.01,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2008-03-10,MANHATTAN,ANNUAL ED PARA,ON LEAVE,24688.0,per Annum,0.0,22261.19,0.0,0.0,0.0
2017,COMMUNITY COLLEGE (KINGSBORO),1984-09-11,BROOKLYN,NON-TEACHING ADJUNCT I,ACTIVE,53.44,per Hour,0.0,17.5,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,2013-01-01,MANHATTAN,ANNUAL ED PARA,ON LEAVE,34257.0,per Annum,0.0,20424.44,0.0,0.0,0.0
2017,ADMIN FOR CHILDREN'S SVCS,2000-10-16,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,ACTIVE,99853.0,per Annum,1825.0,101340.15,0.0,0.0,24.75
2017,DEPARTMENT OF EDUCATION ADMIN,2001-09-04,MANHATTAN,OCCUPATIONAL THERAPIST,ACTIVE,71788.0,per Annum,1664.0,71565.95,0.0,0.0,12858.39
2017,COMMUNITY COLLEGE (KINGSBORO),2008-02-15,BROOKLYN,COLLEGE ASSISTANT,ACTIVE,12.13,per Hour,1031.75,14748.81,0.0,0.0,395.91
2017,DEPARTMENT OF CORRECTION,2013-01-03,QUEENS,CORRECTION OFFICER,ACTIVE,55910.0,per Annum,2072.68,56050.88,396.5,16308.58,4823.56
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,816.0,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,1992-03-19,MANHATTAN,SUPERVISING SCHOOL AIDE,CEASED,20.11,per Hour,0.0,31043.37,0.0,113.12,0.0
2017,COMMUNITY COLLEGE (HOSTOS),2015-08-03,BRONX,HIGHER EDUCATION ASSISTANT,CEASED,55693.0,per Annum,1095.0,37628.51,0.0,0.0,1000.0
2017,DEPARTMENT OF EDUCATION ADMIN,2005-09-06,BROOKLYN,OCCUPATIONAL THERAPIST,ACTIVE,59.18,per Hour,182.5,10331.4,0.0,0.0,1115.1
2017,BOARD OF ELECTION POLL WORKERS,2014-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1992-01-02,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,39589.12,0.0,0.0,0.0
2017,DEPARTMENT OF FINANCE,2017-02-27,BROOKLYN,CLERICAL ASSOCIATE,ACTIVE,33875.0,per Annum,625.0,11044.22,10.75,224.81,0.0
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION TRAINER,ACTIVE,1.0,per Hour,0.0,1585.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,400.0,0.0,0.0,0.0
2017,DEPARTMENT OF SANITATION,2017-06-05,BROOKLYN,JOB TRAINING PARTICIPANT,ACTIVE,12.14,per Hour,144.0,971.2,0.0,0.0,0.0
2017,ADMIN FOR CHILDREN'S SVCS,2017-02-06,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,47250.0,per Annum,730.0,18123.3,107.5,3381.48,96.23
2017,DEPARTMENT OF TRANSPORTATION,1987-04-06,BROOKLYN,ELECTRICIAN,ACTIVE,373.03,per Day,1825.0,104632.31,398.0,32981.02,7973.75
2017,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,508.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,305.0,0.0,0.0,0.0
2017,DEPARTMENT OF SANITATION,2005-04-04,BROOKLYN,AUTO MECHANIC,ACTIVE,322.4,per Day,2085.72,85906.09,168.95,10189.66,7328.34
2017,DEPARTMENT OF SANITATION,1987-03-23,BROOKLYN,SANITATION WORKER,CEASED,73235.0,per Annum,1488.43,54611.38,85.0,4362.8,13110.66
2017,COMMUNITY COLLEGE (QUEENSBORO),1986-07-28,QUEENS,STATIONARY ENGINEER,CEASED,453.12,per Day,0.0,38387.49,0.0,4124.64,4770.29
2017,DEPT OF ED PARA PROFESSIONALS,1999-12-10,MANHATTAN,ANNUAL ED PARA,ACTIVE,37623.0,per Annum,0.0,45804.02,0.0,1064.88,0.0
2017,COMMUNITY COLLEGE (QUEENSBORO),2014-09-01,QUEENS,CONTINUING EDUCATION TEACHER,CEASED,36.1,per Hour,0.0,537.95,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2003-08-20,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51873.0,per Annum,1825.0,53369.78,184.0,6071.17,2075.25
2017,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,225.0,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-09-22,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2017,DEPT OF ED PARA PROFESSIONALS,1999-04-13,MANHATTAN,ANNUAL ED PARA,ACTIVE,41079.0,per Annum,0.0,39753.46,0.0,0.0,0.0
2017,DEPT OF ED PEDAGOGICAL,2007-08-30,MANHATTAN,TEACHER,ACTIVE,79484.0,per Annum,0.0,76754.24,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2013-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,581.0,0.0,0.0,0.0
2017,DEPT OF ED HRLY SUPPORT STAFF,2010-01-01,MANHATTAN,F/T SCHOOL LUNCH HELPER,ACTIVE,13.37,per Hour,0.0,21056.72,0.0,40.11,0.0
2017,CONSUMER AFFAIRS,1990-04-16,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,70101.0,per Annum,1825.0,72118.59,3.0,116.42,836.51
2017,COMMUNITY COLLEGE (LAGUARDIA),2015-08-10,QUEENS,COLLEGE ASSISTANT,CEASED,12.0,per Hour,0.0,0.0,0.0,0.0,128.34
2017,DEPARTMENT OF SANITATION,2015-07-13,BRONX,SANITATION WORKER,ACTIVE,40553.0,per Annum,2085.72,39722.25,410.33,12046.48,14413.05
2017,DEPT OF ED PARA PROFESSIONALS,2016-09-08,MANHATTAN,ANNUAL ED PARA,ACTIVE,24688.0,per Annum,0.0,21263.12,0.0,0.0,0.0
2017,DEPT OF ED PEDAGOGICAL,2001-01-02,MANHATTAN,TEACHER,ACTIVE,97133.0,per Annum,0.0,93648.82,0.0,0.0,0.0
2017,DEPARTMENT OF CORRECTION,2011-12-22,MANHATTAN,CORRECTION OFFICER,ACTIVE,82808.0,per Annum,2085.72,61583.33,799.52,38354.35,9848.61
2017,COMMUNITY COLLEGE (LAGUARDIA),2016-07-01,QUEENS,COLLEGE ASSISTANT,ACTIVE,15.0,per Hour,296.5,4447.5,0.0,0.0,21.0
2017,DEPT OF ED PARA PROFESSIONALS,2007-10-24,MANHATTAN,ANNUAL ED PARA,ACTIVE,39842.0,per Annum,0.0,38396.92,0.0,0.0,0.0
2017,DEPARTMENT OF EDUCATION ADMIN,2000-05-15,MANHATTAN,STAFF NURSE,ACTIVE,55.35,per Hour,136.5,7226.31,0.0,0.0,1552.01
2017,DEPT OF ED PARA PROFESSIONALS,2014-09-04,MANHATTAN,ANNUAL ED PARA,ACTIVE,39274.0,per Annum,0.0,37849.88,0.0,0.0,0.0
2017,BOARD OF ELECTION POLL WORKERS,2016-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
