fiscal_year,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2018,DEPARTMENT OF CITY PLANNING,1981-03-02,MANHATTAN,COMPUTER SYSTEMS MANAGER,ACTIVE,110431.0,per Annum,1790.0,110128.46,0.0,0.0,0.0
2018,BOARD OF ELECTION,2012-03-25,MANHATTAN,SENIOR ADMINISTRATIVE ASSISTANT,ACTIVE,72500.0,per Annum,1790.0,71255.57,590.25,30005.08,961.05
2018,BOARD OF ELECTION POLL WORKERS,2015-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2011-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,305.0,0.0,0.0,0.0
2018,FIRE DEPARTMENT,2014-12-29,BROOKLYN,FIREFIGHTER,ACTIVE,55192.0,per Annum,2045.72,52469.32,358.32,15253.86,6211.45
2018,HRA/DEPT OF SOCIAL SERVICES,2002-10-28,BROOKLYN,ELIGIBILITY SPECIALIST,ACTIVE,40625.0,per Annum,1790.0,40513.72,0.0,0.0,3704.02
2018,DEPT. OF HOMELESS SERVICES,2016-10-24,MANHATTAN,SPECIAL OFFICER,CEASED,33498.0,per Annum,1566.72,25136.16,110.0,3219.18,4204.06
2018,DEPT. OF HOMELESS SERVICES,1994-04-17,MANHATTAN,SECRETARY,ACTIVE,35411.0,per Annum,1790.0,35313.98,0.0,0.0,4764.76
2018,DEPARTMENT OF CORRECTION,2008-11-20,QUEENS,CORRECTION OFFICER,ACTIVE,85292.0,per Annum,2045.72,83363.77,348.98,23570.22,20099.67
2018,FIRE DEPARTMENT,1999-07-07,BROOKLYN,LIEUTENANT,CEASED,109360.0,per Annum,1868.6,99014.18,484.0,45127.46,18447.13
2018,FIRE DEPARTMENT,2003-05-04,BROOKLYN,LIEUTENANT,ACTIVE,91060.0,per Annum,2045.72,89858.63,584.82,41221.39,17138.1
2018,BOARD OF ELECTION,2016-06-20,QUEENS,TEMPORARY CLERK,CEASED,13.79,per Hour,226.25,3892.23,1.0,13.8,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,2005-04-04,MANHATTAN,ASSOCIATE JOB OPPORTUNITY SPECIALIST,ACTIVE,65080.0,per Annum,1790.0,64901.72,287.25,15974.34,4913.37
2018,DEPARTMENT OF CORRECTION,2015-03-05,QUEENS,CORRECTION OFFICER,ACTIVE,52170.0,per Annum,2045.72,50070.86,215.0,7922.57,3367.86
2018,HRA/DEPT OF SOCIAL SERVICES,2009-07-20,MANHATTAN,PROCUREMENT ANALYST,ACTIVE,62366.0,per Annum,1790.0,58935.33,37.0,1369.96,2675.37
2018,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,303.0,0.0,0.0,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,1985-09-03,BROOKLYN,ASSOCIATE FRAUD INVESTIGATOR,ACTIVE,78071.0,per Annum,1790.0,77857.01,0.0,0.0,4644.12
2018,LAW DEPARTMENT,2016-04-11,MANHATTAN,"LEGAL SECRETARIAL ASSISTANT AL 2,3,4 ONLY",ACTIVE,44711.0,per Annum,1736.2,38681.16,100.5,2665.86,0.0
2018,ADMIN FOR CHILDREN'S SVCS,2001-10-22,BROOKLYN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,80146.0,per Annum,1790.0,79926.34,268.25,17441.05,4747.62
2018,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,DEPARTMENT OF CORRECTION,1990-05-10,QUEENS,CORRECTION OFFICER,ACTIVE,85292.0,per Annum,2045.72,83363.77,215.08,16545.11,12952.42
2018,HRA/DEPT OF SOCIAL SERVICES,2014-08-11,BRONX,CASEWORKER,ACTIVE,44409.0,per Annum,1790.0,44287.36,8.25,615.85,5189.35
2018,DEPARTMENT OF CORRECTION,2016-06-27,QUEENS,CORRECTION OFFICER,CEASED,48371.0,per Annum,1940.0,42849.34,481.5,16349.77,4951.89
2018,BOARD OF ELECTION POLL WORKERS,2013-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,2009-02-02,BROOKLYN,COMMUNITY COORDINATOR,ACTIVE,57916.0,per Annum,1790.0,58168.5,0.0,0.0,-411.07
2018,DEPARTMENT OF CORRECTION,2017-06-19,QUEENS,CORRECTION OFFICER,ACTIVE,44333.0,per Annum,2045.72,43330.87,49.75,1634.21,2854.48
2018,DEPARTMENT OF INVESTIGATION,2017-06-26,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR,ACTIVE,57000.0,per Annum,1790.0,56843.81,0.0,0.0,1637.49
2018,FIRE DEPARTMENT,2016-12-12,BROOKLYN,FIREFIGHTER,CEASED,43904.0,per Annum,285.18,6271.63,5.0,473.1,1111.37
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,303.0,0.0,0.0,0.0
2018,CIVILIAN COMPLAINT REVIEW BD,2017-03-27,MANHATTAN,DEPUTY EXECUTIVE DIRECTOR,ACTIVE,155000.0,per Annum,1790.0,154575.46,0.0,0.0,0.0
2018,ADMIN FOR CHILDREN'S SVCS,2007-09-24,MANHATTAN,MOTOR VEHICLE OPERATOR,ACTIVE,46476.0,per Annum,2045.72,46348.64,1385.75,48827.38,1955.1
2018,DEPARTMENT OF CORRECTION,1997-07-10,QUEENS,CORRECTION OFFICER,CEASED,85292.0,per Annum,1733.72,84800.47,0.0,304.07,12252.42
2018,FIRE DEPARTMENT,2006-04-11,BROOKLYN,FIREFIGHTER,ACTIVE,85292.0,per Annum,2045.72,85058.22,168.33,10775.75,17265.62
2018,HRA/DEPT OF SOCIAL SERVICES,1996-08-05,MANHATTAN,ASSOCIATE FRAUD INVESTIGATOR,ACTIVE,64419.0,per Annum,1790.0,64242.61,0.0,0.0,4644.12
2018,FIRE DEPARTMENT,2017-10-16,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,35254.0,per Annum,1418.0,24886.65,250.0,7220.02,1112.68
2018,HRA/DEPT OF SOCIAL SERVICES,1990-07-23,BROOKLYN,ELIGIBILITY SPECIALIST,ACTIVE,43569.0,per Annum,1790.0,43449.64,19.0,643.41,6434.22
2018,OFFICE OF THE MAYOR,2015-08-24,MANHATTAN,SPECIAL ASSISTANT,ACTIVE,60000.0,per Annum,1790.0,50860.36,51.5,1445.22,0.0
2018,OFFICE OF THE COMPTROLLER,2005-04-25,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR,ACTIVE,58938.0,per Annum,1790.0,58776.63,0.0,0.0,789.26
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,FIRE DEPARTMENT,2005-10-11,MANHATTAN,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,53163.0,per Annum,2092.85,56725.69,102.75,2883.04,8309.5
2018,DEPARTMENT OF CORRECTION,2017-06-19,QUEENS,CORRECTION OFFICER,ACTIVE,44333.0,per Annum,2045.72,43330.87,89.5,2979.16,3142.27
2018,LAW DEPARTMENT,2003-12-08,MANHATTAN,PARALEGAL AIDE,ACTIVE,46244.0,per Annum,1760.12,45360.08,12.0,386.8,2456.98
2018,DEPT. OF HOMELESS SERVICES,1993-09-05,BROOKLYN,COMMUNITY ASSISTANT,CEASED,36907.0,per Annum,1283.95,24841.06,0.0,0.0,874.96
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,1100.0,0.0,0.0,0.0
2018,FIRE DEPARTMENT,1996-03-17,BRONX,SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST,ACTIVE,71202.0,per Annum,2219.35,81282.03,599.23,36243.85,15560.44
2018,ADMIN FOR CHILDREN'S SVCS,2007-10-15,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,54720.0,per Annum,1790.0,54570.1,352.73,15480.5,4486.69
2018,FIRE DEPARTMENT,1999-02-16,QUEENS,LIEUTENANT,ACTIVE,109360.0,per Annum,2045.72,102592.48,121.97,10618.05,17265.97
2018,DEPARTMENT OF CORRECTION,1995-09-14,QUEENS,WARDEN,ACTIVE,187656.0,per Annum,2045.72,160214.45,0.0,0.0,35946.81
2018,ADMIN FOR CHILDREN'S SVCS,2006-12-26,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,80192.0,per Annum,1790.0,79972.35,0.0,0.0,515.18
2018,ADMIN FOR CHILDREN'S SVCS,2011-07-04,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,47866.0,per Annum,1790.0,47734.96,216.5,7477.15,2340.65
2018,ADMIN FOR CHILDREN'S SVCS,2012-02-13,RICHMOND,CHILD PROTECTIVE SPECIALIST,ACTIVE,54720.0,per Annum,1790.0,66203.32,389.25,20494.83,2924.83
2018,DEPARTMENT OF CORRECTION,2005-06-09,QUEENS,CAPTAIN,ACTIVE,106175.0,per Annum,2045.72,84845.06,269.5,20217.15,10061.16
2018,ADMIN FOR CHILDREN'S SVCS,2016-04-18,MANHATTAN,CHILD AND FAMILY SPECIALIST,ACTIVE,78177.0,per Annum,1790.0,69866.63,0.0,0.0,99.0
2018,LAW DEPARTMENT,1982-06-21,BROOKLYN,"LEGAL SECRETARIAL ASSISTANT AL 2,3,4 ONLY",ACTIVE,45077.0,per Annum,1790.0,44953.48,0.0,0.0,3983.99
2018,BOARD OF ELECTION,2012-07-30,BROOKLYN,CLERK TO THE BOARD,ACTIVE,32374.0,per Annum,1700.63,30689.76,275.25,6165.55,177.2
2018,BOARD OF ELECTION POLL WORKERS,2011-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,2018-04-02,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,35140.0,per Annum,1200.9,23107.05,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,PERSONNEL MONITORS,1998-03-28,MANHATTAN,MONITOR,ACTIVE,13.0,per Hour,11.0,126.5,0.0,0.0,0.0
2018,ADMIN FOR CHILDREN'S SVCS,2018-04-23,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,47250.0,per Annum,310.75,8045.43,26.75,901.94,5.17
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2018,ADMIN FOR CHILDREN'S SVCS,2017-02-13,MANHATTAN,AGENCY ATTORNEY INTERNE,CEASED,57944.0,per Annum,0.0,2069.73,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2013-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2018,OFFICE OF THE MAYOR,2016-02-16,MANHATTAN,SPECIAL ASSISTANT,CEASED,117000.0,per Annum,425.0,34847.9,0.0,0.0,0.0
2018,DEPT. OF HOMELESS SERVICES,2014-10-13,BRONX,SPECIAL OFFICER,ON LEAVE,46737.0,per Annum,1465.22,30553.98,173.25,5070.99,4878.22
2018,FIRE DEPARTMENT,1996-03-17,BROOKLYN,SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST,ACTIVE,71202.0,per Annum,2104.85,72454.87,316.25,20742.73,14602.81
2018,FIRE DEPARTMENT,1998-05-17,QUEENS,FIREFIGHTER,ACTIVE,85292.0,per Annum,2045.72,85058.22,700.92,48786.85,15173.17
2018,BOARD OF ELECTION POLL WORKERS,2014-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,300.0,0.0,0.0,0.0
2018,DEPARTMENT OF CORRECTION,2002-06-06,QUEENS,CAPTAIN,ACTIVE,106175.0,per Annum,2045.72,104117.22,701.5,58426.31,13141.09
2018,TAXI & LIMOUSINE COMMISSION,2006-05-21,MANHATTAN,AGENCY ATTORNEY,ACTIVE,83293.0,per Annum,1788.5,81460.21,0.0,18.49,10778.91
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,581.0,0.0,0.0,0.0
2018,DEPARTMENT OF CORRECTION,2005-06-02,QUEENS,CORRECTION OFFICER,ACTIVE,85292.0,per Annum,2045.72,83363.77,184.7,13569.79,12644.32
2018,BOARD OF ELECTION,2016-10-30,BROOKLYN,VOTING MACHINE TECHNICIAN,ACTIVE,31637.0,per Annum,1790.0,39050.22,485.0,11844.28,181.82
2018,ADMIN FOR CHILDREN'S SVCS,1996-06-23,BRONX,DIRECTOR OF FIELD OPERATIONS,ACTIVE,94847.0,per Annum,1790.0,94587.22,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2015-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,581.0,0.0,0.0,0.0
2018,PRESIDENT BOROUGH OF MANHATTAN,2014-02-18,MANHATTAN,COUNSEL TO THE BOROUGH PRESIDENT,ACTIVE,91304.0,per Annum,1790.0,93546.8,0.0,0.0,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,2017-04-10,MANHATTAN,JOB OPPORTUNITY SPECIALIST,ACTIVE,39459.0,per Annum,1790.0,39350.99,0.0,0.0,148.5
2018,FIRE DEPARTMENT,2009-06-08,BROOKLYN,ADM MANAGER-NON-MGRL FROM M1/M2,ACTIVE,71250.0,per Annum,1790.0,67916.9,0.25,9.03,256.75
2018,OFFICE OF THE MAYOR,2015-12-21,MANHATTAN,ASSISTANT LEGISLATIVE REPRESENTATIVE,ACTIVE,82400.0,per Annum,1790.0,82174.3,0.0,0.0,750.0
2018,FIRE DEPARTMENT,1990-10-15,QUEENS,BATTALION CHIEF,ACTIVE,163454.0,per Annum,2045.72,161871.37,0.0,0.0,23774.58
2018,FIRE DEPARTMENT,2008-07-01,QUEENS,FIREFIGHTER,ACTIVE,85292.0,per Annum,2045.72,85058.22,428.1,29019.2,17537.21
2018,FIRE DEPARTMENT,2013-01-14,QUEENS,FIREFIGHTER,ACTIVE,85292.0,per Annum,2045.72,71457.22,438.07,25855.18,6831.33
2018,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,581.0,0.0,0.0,0.0
2018,FIRE DEPARTMENT,2002-07-28,BROOKLYN,FIREFIGHTER,ACTIVE,85292.0,per Annum,2045.72,85058.22,104.12,6638.26,15198.33
2018,ADMIN FOR CHILDREN'S SVCS,2007-04-16,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,54720.0,per Annum,1790.0,72508.64,77.5,4716.55,9139.21
2018,ADMIN FOR CHILDREN'S SVCS,2004-02-09,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ACTIVE,89000.0,per Annum,1790.0,75731.7,0.0,0.0,364.42
2018,DEPARTMENT OF CORRECTION,2007-08-05,QUEENS,COMMUNITY ASSOCIATE,ACTIVE,42843.0,per Annum,1685.32,39876.22,0.0,0.0,41.25
2018,LAW DEPARTMENT,2003-03-31,MANHATTAN,ASSISTANT CORPORATION COUNSEL,ON SEPARATION LEAVE,143046.0,per Annum,1790.0,142654.19,0.0,0.0,1000.0
2018,HRA/DEPT OF SOCIAL SERVICES,1988-09-19,BRONX,PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR,ACTIVE,56935.0,per Annum,1790.0,56779.06,0.0,0.0,4087.99
2018,ADMIN FOR CHILDREN'S SVCS,2011-07-04,QUEENS,JUVENILE COUNSELOR,ACTIVE,59000.0,per Annum,1783.0,44676.67,96.25,2725.6,4835.21
2018,FIRE DEPARTMENT,1999-09-24,QUEENS,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,53163.0,per Annum,2112.68,57172.51,601.53,24864.36,8271.08
2018,DEPARTMENT OF CORRECTION,2016-06-27,QUEENS,CORRECTION OFFICER,ACTIVE,48371.0,per Annum,2040.9,45193.36,302.48,9823.53,4491.33
2018,BOARD OF ELECTION POLL WORKERS,2010-12-10,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,2002-06-24,BROOKLYN,FRAUD INVESTIGATOR,ACTIVE,54738.0,per Annum,1790.0,54588.04,0.0,0.0,4660.62
2018,DEPARTMENT OF CORRECTION,2008-11-20,MANHATTAN,CORRECTION OFFICER,ACTIVE,85292.0,per Annum,2045.72,83363.77,376.75,25873.11,12402.24
2018,ADMIN FOR CHILDREN'S SVCS,2007-06-04,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,54720.0,per Annum,1790.0,82294.78,355.5,27195.81,4487.11
2018,HRA/DEPT OF SOCIAL SERVICES,2015-02-23,BRONX,CASEWORKER,ACTIVE,44409.0,per Annum,1789.5,44275.19,0.0,0.0,4795.45
2018,DEPARTMENT OF CORRECTION,2000-06-01,BRONX,CAPTAIN,ACTIVE,106175.0,per Annum,2045.72,104117.22,174.0,13948.83,12259.16
2018,BOARD OF ELECTION POLL WORKERS,2010-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2011-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,825.0,0.0,0.0,0.0
2018,OFFICE OF EMERGENCY MANAGEMENT,2015-03-30,BROOKLYN,EXECUTIVE AGENCY COUNSEL,ACTIVE,106420.0,per Annum,1790.0,104670.44,0.0,0.0,0.0
2018,DEPARTMENT OF CORRECTION,2016-06-27,QUEENS,CORRECTION OFFICER,ACTIVE,48371.0,per Annum,1865.17,41040.33,177.5,6948.52,3869.31
2018,FINANCIAL INFO SVCS AGENCY,2009-02-17,MANHATTAN,COMPUTER SYSTEMS MANAGER,ACTIVE,119238.0,per Annum,1790.0,118911.27,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2012-01-02,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,578.0,0.0,0.0,0.0
2018,BOARD OF ELECTION POLL WORKERS,2013-01-01,MANHATTAN,ELECTION WORKER,ACTIVE,1.0,per Hour,0.0,575.0,0.0,0.0,0.0
2018,HRA/DEPT OF SOCIAL SERVICES,2013-08-12,BROOKLYN,JOB OPPORTUNITY SPECIALIST,ACTIVE,45378.0,per Annum,1790.0,45253.78,547.75,19046.32,2019.39
2018,CITY COUNCIL,2016-02-11,MANHATTAN,COUNCILMANIC AIDE,ACTIVE,60000.0,Prorated Annual,1790.0,57657.56,0.0,0.0,0.0
2018,FIRE DEPARTMENT,2003-05-04,MANHATTAN,FIREFIGHTER,ACTIVE,85292.0,per Annum,2045.72,85058.22,291.63,21601.05,18150.62
2018,BOROUGH PRESIDENT-BRONX,2015-01-20,BRONX,ASSISTANT TO THE PRESIDENT,ACTIVE,50235.0,per Annum,1790.0,50093.46,0.0,0.0,0.0
2018,ADMIN FOR CHILDREN'S SVCS,2015-01-05,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,54720.0,per Annum,1783.0,54457.67,211.75,8238.53,1019.86
2018,DEPARTMENT OF CORRECTION,2017-06-19,QUEENS,CORRECTION OFFICER,ACTIVE,44333.0,per Annum,2045.72,43330.87,285.23,9049.07,2233.42
2018,HRA/DEPT OF SOCIAL SERVICES,2003-08-25,MANHATTAN,CLERICAL ASSOCIATE,ACTIVE,42839.0,per Annum,1790.0,42721.64,0.0,0.0,3761.42
2018,HRA/DEPT OF SOCIAL SERVICES,2014-07-14,MANHATTAN,JOB OPPORTUNITY SPECIALIST,ACTIVE,45378.0,per Annum,1790.0,45253.78,95.0,2871.29,1429.4
